entity,tag,category,Tagged,tag_status
بني امرئ القيس,@BanuImruQays,group,TRUE,FALSE
بنو امرئ القيس,@BanuImruQays,group,TRUE,FALSE
بني خناس,@BanuKhunas,group,TRUE,FALSE
بنو خناس,@BanuKhunas,group,TRUE,FALSE
بني حبيب,@BanuHabib,group,TRUE,FALSE
بنو حبيب,@BanuHabib,group,TRUE,FALSE
بني عبد الدار,@BanuCabdDar,group,TRUE,FALSE
بنو عبد الدار,@BanuCabdDar,group,TRUE,FALSE
بني عامر,@BanuCamirIbnLuayy,group,TRUE,FALSE
بنو عامر,@BanuCamirIbnLuayy,group,TRUE,FALSE
بني المطلب,@BanuMuttalib,group,TRUE,FALSE
بنو المطلب,@BanuMuttalib,group,TRUE,FALSE
بني السلم,@BanuSalm,group,TRUE,FALSE
بنو السلم,@BanuSalm,group,TRUE,FALSE
بني عوف,@BanuCaufIbnKhazraj,group,TRUE,FALSE
بنو عوف,@BanuCaufIbnKhazraj,group,TRUE,FALSE
بني الخزرج,@BanuKhazraj,group,TRUE,FALSE
بنو الخزرج,@BanuKhazraj,group,TRUE,FALSE
بني الحارث,@BanuHarithIbnFihr,group,TRUE,FALSE
بنو الحارث,@BanuHarithIbnFihr,group,TRUE,FALSE
بني مالك,@BanuMalik,group,TRUE,FALSE
بنو مالك,@BanuMalik,group,TRUE,FALSE
بني رئاب,@BanuRaab,group,TRUE,FALSE
بنو رئاب,@BanuRaab,group,TRUE,FALSE
هوازن,@Hawazin,group,TRUE,FALSE
بني تميم,@BanuTaym,group,TRUE,FALSE
بنو تميم,@BanuTaym,group,TRUE,FALSE
بني زبيد,@BanuZubayd,group,TRUE,FALSE
بنو زبيد,@BanuZubayd,group,TRUE,FALSE
كندة,@BanuKinda,group,TRUE,FALSE
أهل جرش,@JurashPeople,group,TRUE,FALSE
بني الحارث بن كعب,@BanuHarithIbnKaCb,group,TRUE,FALSE
بنو الحارث بن كعب,@BanuHarithIbnKaCb,group,TRUE,FALSE
بني الملوح,@BanuMulawwah,group,TRUE,FALSE
بنو الملوح,@BanuMulawwah,group,TRUE,FALSE
بني فزارة,@BanuFazara,group,TRUE,FALSE
بنو فزارة,@BanuFazara,group,TRUE,FALSE
بني العنبر,@BanuACnbar,group,TRUE,FALSE
بنو العنبر,@BanuACnbar,group,TRUE,FALSE
بني مرة,@BanuMurra,group,TRUE,FALSE
بنو مرة,@BanuMurra,group,TRUE,FALSE
بني ساعدة,@BanuSaCida,group,TRUE,FALSE
بنو ساعدة,@BanuSaCida,group,TRUE,FALSE
بنو آدم,@ChildrenofAdam,group,TRUE,FALSE
بني آدم,@ChildrenofAdam,group,TRUE,FALSE
بني إسرائيل,@ChildrenofIsrael,group,TRUE,FALSE
بنو إسرائيل,@ChildrenofIsrael,group,TRUE,FALSE
بني نوح,@ChildrenofNoah,group,TRUE,FALSE
بني شيث,@ChildrenofSeth,group,TRUE,FALSE
بني إسماعيل,@ChildrenofIshmael,group,TRUE,FALSE
بني إسرائيل,@ChildrenofIsrael,group,TRUE,FALSE
عاد,@BanuCAd,group,TRUE,FALSE
ثمود,@BanuThamud,group,TRUE,FALSE
قوم لوط,@PeopleofLot,group,TRUE,FALSE
ولد إسماعيل,@ChildrenofIshmael,group,TRUE,FALSE
الأزد,@BanuAzd,group,TRUE,FALSE
لخم,@BanuLakhm,group,TRUE,FALSE
جذام,@BanuJudham,group,TRUE,FALSE
عاملة,@BanuCamila,group,TRUE,FALSE
طيئ,@BanuTayyi,group,TRUE,FALSE
كلب,@BanuKalb,group,TRUE,FALSE
السكون,@BanuSakkun,group,TRUE,FALSE
بلحارث بن كعب,@BanuBalharithIbnKaCb,group,TRUE,FALSE
إياد,@BanuIyad,group,TRUE,FALSE
 جعفي,@BanuJuCfi,group,TRUE,FALSE
تميم,@BanuTamim,group,TRUE,FALSE
أولاد,@descendents,group,TRUE,FALSE
ولد,@descendents,group,TRUE,FALSE
العداوة,@enemies,group,TRUE,FALSE
الأعداء,@enemies,group,TRUE,FALSE
عداوت,@enemies,group,TRUE,FALSE
المشركين,@polytheists,group,TRUE,FALSE
المشركون,@polytheists,group,TRUE,FALSE
المهاجرين,@Immigrants,group,TRUE,FALSE
المهاجرون,@Immigrants,group,TRUE,FALSE
الأنصار,@Helpers,group,TRUE,FALSE
منافقي,@Hypocrites,group,TRUE,FALSE
أولادها,@descendants,group,TRUE,FALSE
أولاده,@descendents,group,TRUE,FALSE
ولدا,@descendents,group,TRUE,FALSE
أمهم,@origins,group,TRUE,FALSE
أمهاتهم,@origins,group,TRUE,FALSE
للمهاجرين,@Immigrants,group,TRUE,FALSE
المستهزءون,@Mockers,group,TRUE,FALSE
المستهزءين,@Mockers,group,TRUE,FALSE
المنافقين ,@Hypocrites,group,TRUE,FALSE
المنافقون ,@Hypocrites,group,TRUE,FALSE
العدوة,@enemies,group,TRUE,FALSE
البدريين,@WitnessesBadr,group,TRUE,FALSE
مهاجرة,@Immigrants,group,TRUE,FALSE
مهاجرات,@Immigrants,group,TRUE,FALSE
شهداء,@martyrs,group,TRUE,FALSE
ولدته,@Children,group,TRUE,FALSE
ولده,@descendents,group,TRUE,FALSE
نسابة الفرس,@PersianGenealogists,group,TRUE,FALSE
أهل الأنساب,@Genealogists,group,TRUE,FALSE
تجار,@Merchants,group,TRUE,FALSE
العرب,@theArabs,group,TRUE,FALSE
النصرانية,@Christianity,group,TRUE,FALSE
حمير,@Himyar,group,TRUE,FALSE
الفرس,@thePersians,group,TRUE,FALSE
الأحباش,@theAbyssinians,group,TRUE,FALSE
الكهان,@Soothsayers,group,TRUE,FALSE
كاهن,@Soothsayers,group,TRUE,FALSE
يهود,@Jews,group,TRUE,FALSE
الرهبان,@Monks,group,TRUE,FALSE
النصارى,@Christians,group,TRUE,FALSE
الصحابة,@Companions,group,TRUE,FALSE
أصحاب رسول الله,@Companions,group,TRUE,FALSE
مسلمين,@Muslims,group,TRUE,FALSE
الشهداء,@martyrs,group,TRUE,FALSE
الأحبار,@Rabbis,group,TRUE,FALSE
اليهود,@Jews,group,TRUE,FALSE
اليهودي,@Jews,group,TRUE,FALSE
أصحابه,@Companions,group,TRUE,FALSE
المسلمين,@Muslims,group,TRUE,FALSE
الكفار,@unbeliever,group,TRUE,FALSE
المؤمنين,@Believers,group,TRUE,FALSE
المؤمنين,@Believers,group,TRUE,FALSE
الحبشة,@theAbyssinians,group,TRUE,FALSE
أحبار,@Rabbis,group,TRUE,FALSE
المؤمنين,@Believers,group,TRUE,FALSE
المؤمنون,@Believers,group,TRUE,FALSE
المسلمين,@Muslims,group,TRUE,FALSE
المسلمون,@Muslims,group,TRUE,FALSE
مسلمون,@Muslims,group,TRUE,FALSE
للمشركين,@polytheists,group,TRUE,FALSE
للمشركون,@polytheists,group,TRUE,FALSE
بني,@descendentsTribe,group,TRUE,FALSE
القبائل,@Tribe,group,TRUE,FALSE
قبائل,@Tribe,group,TRUE,FALSE
بنو,@descendentsTribe,group,TRUE,FALSE
الروم,@Byzantines,group,TRUE,FALSE
قومه,@TribePeople,group,TRUE,FALSE
قوم,@TribePeople,group,TRUE,FALSE
المجوس,@MagiansZorastrians,group,TRUE,FALSE
دين المجوسية,@MagiansZorastrians,group,TRUE,FALSE
الأنبياء,@Prophets,group,TRUE,FALSE
الجن,@Jinn,group,TRUE,FALSE
الملوك,@kings,group,TRUE,FALSE
أهل الكتاب,@PeopleoftheBook,group,TRUE,FALSE
الصابئين,@Sabians,group,TRUE,FALSE
الحواريون,@DisciplesofJesus,group,TRUE,FALSE
فرعون,@Pharoahs,group,TRUE,FALSE
الفراعنة,@Pharoahs,group,TRUE,FALSE
فرعونا,@Pharoahs,group,TRUE,FALSE
لفرعون,@Pharoahs,group,TRUE,FALSE
ملوك فارس,@KingsPersian,group,TRUE,FALSE
ملوك العجم,@KingsPersian,group,TRUE,FALSE
النبط,@Nabateans,group,TRUE,FALSE
علماء الفرس,@PersianScholars,group,TRUE,FALSE
القبط,@Copts,group,TRUE,FALSE
قبطية,@Copts,group,TRUE,FALSE
السودان,@TheBlacks,group,TRUE,FALSE
فارس,@Persians,group,TRUE,FALSE
الترك,@Turks,group,TRUE,FALSE
يأجوج,@Gog,group,TRUE,FALSE
ماجوج,@Magog,group,TRUE,FALSE
الصقالبة,@Slavs,group,TRUE,FALSE
الكنعانيون,@Canaanites,group,TRUE,FALSE
الكنعانيين,@Canaanites,group,TRUE,FALSE
الخزر,@Khazars,group,TRUE,FALSE
النوبة,@Nubians,group,TRUE,FALSE
فزان,@Fezzanites,group,TRUE,FALSE
البربر,@Berbers,group,TRUE,FALSE
الصين,@Chinese,group,TRUE,FALSE
اليونانية,@Greeks,group,TRUE,FALSE
الأتراك,@Turks,group,TRUE,FALSE
الجبارين,@Giants,group,TRUE,FALSE
صنهاجة,@Sinhaja,group,TRUE,FALSE
كتامة,@Kutama,group,TRUE,FALSE
يهوذا,@Judah,group,TRUE,FALSE
ملوك الهند,@KingsofIndia,group,TRUE,FALSE
لليونانية,@Greeks,group,TRUE,FALSE
اليونانيين,@Greeks,group,TRUE,FALSE
الأشغانون,@Arsacids,group,TRUE,FALSE
ملوك الطوائف,@RegionalPrincesPersian,group,TRUE,FALSE
النسب,@genealogy,entity,TRUE,FALSE
نسب,@genealogy,entity,TRUE,FALSE
عمر,@age,entity,TRUE,FALSE
أصل,@origins,entity,TRUE,FALSE
أول,@first,entity,TRUE,FALSE
شعر,@poetry,entity,TRUE,FALSE
الشعر,@poetry,entity,TRUE,FALSE
القرآن,@Quran,object,TRUE,FALSE
أصنام,@Idols,object,TRUE,FALSE
صنم,@Idols,object,TRUE,FALSE
هبل,@HubalIdol,object,TRUE,FALSE
اللات,@AlatGod,entity,TRUE,FALSE
مناة,@ManatGod,entity,TRUE,FALSE
الإنجيل,@Gospels,object,TRUE,FALSE
الصلاة,@Prayer,entity,TRUE,FALSE
تفسير ابن هشام,@TafsirIbnHisham,entity,TRUE,FALSE
القبلة,@Qibla,entity,TRUE,FALSE
عدد,@Quantity,entity,TRUE,FALSE
عدة,@Quantity,entity,TRUE,FALSE
تاريخ,@Dating,entity,TRUE,FALSE
وقتها,@Dating,entity,TRUE,FALSE
الأصنام,@idols,object,TRUE,FALSE
أصنامها,@idols,object,TRUE,FALSE
رثاء,@PoetryLament,entity,TRUE,FALSE
نسبه,@genealogy,entity,TRUE,FALSE
تفسير,@Tafsir,entity,TRUE,FALSE
شعره,@Poetry,entity,TRUE,FALSE
خطبه,@Khutba,entity,TRUE,FALSE
خطب,@Khutba,entity,TRUE,FALSE
يومها,@Dating,entity,TRUE,FALSE
عددهم,@Quantity,entity,TRUE,FALSE
تاريخها,@Dating,entity,TRUE,FALSE
تحريض,@provocation,entity,TRUE,FALSE
أموال,@spoils,object,TRUE,FALSE
الفيء,@spoils,object,TRUE,FALSE
القول,@sayings,entity,TRUE,FALSE
الدلالة,@Proofs,entity,TRUE,FALSE
المكروه,@Evil,entity,TRUE,FALSE
النور,@Light,entity,TRUE,FALSE
نورا,@Light,entity,TRUE,FALSE
الآية,@Aya,entity,TRUE,FALSE
كما قال ربنا,@QuranQuote,entity,TRUE,FALSE
كما قال عز وجل,@QuranQuote,entity,TRUE,FALSE
قول الله,@QuranQuote,entity,TRUE,FALSE
الظلمة,@Darkness,entity,TRUE,FALSE
الريح,@Wind,entity,TRUE,FALSE
الملائكة,@Angels,entity,TRUE,FALSE
عمر  آدم,@AdamsAge,entity,TRUE,FALSE
الكفر,@Unbelief,entity,TRUE,FALSE
كفر,@Unbelief,entity,TRUE,FALSE
الطيب,@Perfume,object,TRUE,FALSE
خبز,@Bread,object,TRUE,FALSE
الحديد,@Iron,object,TRUE,FALSE
الحرث,@plough,object,TRUE,FALSE
السندان,@Anvils,object,TRUE,FALSE
الكلبتان,@Tongs,object,TRUE,FALSE
الميقعة,@Mallets,object,TRUE,FALSE
المطرقة,@Hammers,object,TRUE,FALSE
الحجر الأسود,@BlackStone,object,TRUE,FALSE
التوراة,@Torah,object,TRUE,FALSE
السفينة,@Ark,object,TRUE,FALSE
كلمات,@Commandments,object,TRUE,FALSE
الألواح,@Tablets10Commandments,object,TRUE,FALSE
التابوت,@ArkoftheCovenant,object,TRUE,FALSE
الشمس,@Sun,object,TRUE,FALSE
القمر,@Moon,object,TRUE,FALSE
التربة,@Soil,object,TRUE,FALSE
الجبال,@Mountains,object,TRUE,FALSE
الشجر,@Trees,object,TRUE,FALSE
شجرها,@Trees,object,TRUE,FALSE
الدواب,@AnimalsBeastsofBurden,object,TRUE,FALSE
الماء,@Water,object,TRUE,FALSE
القلم,@Pen,object,TRUE,FALSE
سحابا,@Clouds,object,TRUE,FALSE
عرش,@Throne,object,TRUE,FALSE
عرشه,@Throne,object,TRUE,FALSE
العرش,@Throne,object,TRUE,FALSE
البحار,@Oceans,object,TRUE,FALSE
أقوات,@Food,object,TRUE,FALSE
النجوم,@Stars,object,TRUE,FALSE
الأنهار,@Rivers,object,TRUE,FALSE
الحية,@Serpent,object,TRUE,FALSE
الثمار,@Fruit,object,TRUE,FALSE
الحنطة,@Wheat,object,TRUE,FALSE
ورق التين,@FigLeaf,object,TRUE,FALSE
ثور,@Ox,object,TRUE,FALSE
البهائم,@AnimalsDumb,object,TRUE,FALSE
الوحش,@AnimalsWild,object,TRUE,FALSE
الطير,@Birds,object,TRUE,FALSE
الأراك,@ThornBush,object,TRUE,FALSE
الهدهد,@Hoopoe,object,TRUE,FALSE
الفيل,@theElephant,event,TRUE,FALSE
الهجرة الأولى,@MigrationAbyssinia,event,TRUE,FALSE
الحج,@Hajj,event,TRUE,FALSE
الحمس,@Hums,event,TRUE,FALSE
الصحيفة,@Boycott,event,TRUE,FALSE
المعراج,@MiCraj,event,TRUE,FALSE
الأذان,@CallToPrayer,event,TRUE,FALSE
بدر الكبرى,@BadrBattle,event,TRUE,FALSE
يوم بدر,@BadrBattle,event,TRUE,FALSE
غزوة أحد,@UhudBattle,event,TRUE,FALSE
يوم أحد,@UhudBattle,event,TRUE,FALSE
غزوة الخندق,@TrenchBattle,event,TRUE,FALSE
يوم الخندق,@TrenchBattle,event,TRUE,FALSE
الحديبية,@HudaybiyyaTreaty,event,TRUE,FALSE
يوم خيبر,@KhaybarExpedition,event,TRUE,FALSE
المسير إلى خيبر,@KhaybarExpedition,event,TRUE,FALSE
غزوة مؤتة,@MutaRaid,event,TRUE,FALSE
فتح مكة,@MeccaSiege,event,TRUE,FALSE
غزوة الطائف,@TaifRaid,event,TRUE,FALSE
يوم الطائف,@TaifRaid,event,TRUE,FALSE
غزوة تبوك,@TabukRaid,event,TRUE,FALSE
سقيفة,@Saqifa,event,TRUE,FALSE
للصحيفة,@Boycott,event,TRUE,FALSE
يوم بني قريظة,@BanuQurayzaRaid,event,TRUE,FALSE
أمر الخندق,@TrenchBattle,event,TRUE,FALSE
أمر خيبر,@KhaybarExpedition,event,TRUE,FALSE
فتح خيبر,@KhaybarExpedition,event,TRUE,FALSE
عمرة القضاء,@FulfilledPilgrimage,event,TRUE,FALSE
يوم الفتح,@MeccaSiege,event,TRUE,FALSE
غزوة حنين,@HunaynBattle,event,TRUE,FALSE
يوم حنين,@HunaynBattle,event,TRUE,FALSE
حنين,@HunaynBattle,event,TRUE,FALSE
سنة الوفود,@YearofDeputations,event,TRUE,FALSE
حجة الوداع,@FarewellPilgrimage,event,TRUE,FALSE
السقيفة,@Saqifa,event,TRUE,FALSE
خلق,@Creation,event,TRUE,FALSE
خلقهما,@Creation,event,TRUE,FALSE
الخلق,@Creation,event,TRUE,FALSE
يوم القيامة,@DayResurrection,event,TRUE,FALSE
قيام الساعة,@DayResurrection,event,TRUE,FALSE
أول ما خلق,@FirstCreation,event,TRUE,FALSE
خلق يوما,@CreationDays,event,TRUE,FALSE
خلق الأيام,@CreationDays,event,TRUE,FALSE
ابتداء الخلق,@BeginningCreation,event,TRUE,FALSE
علم الله عز وجل آدم الأسماء,@GodTeachesAdamNames,event,TRUE,FALSE
علم الله تعالى آدم الأسماء,@GodTeachesAdamNames,event,TRUE,FALSE
امتحان الله تعالى أبانا آدم,@GodTestsAdam,event,TRUE,FALSE
أهبط آدم,@FallAdam,event,TRUE,FALSE
أهبط إلى الأرض,@FallAdam,event,TRUE,FALSE
أخرج آدم من الجنة,@FallAdam,event,TRUE,FALSE
خرج من الجنة,@FallAdam,event,TRUE,FALSE
أهبط من الجنة,@FallAdam,event,TRUE,FALSE
الطوفان,@TheFlood,event,TRUE,FALSE
ذبح إسحاق,@SacrificeofIsaac,event,TRUE,FALSE
بذبح ابنه,@SacrificeofIsaac,event,TRUE,FALSE
أمر بذبحه,@SacrificeofIsaac,event,TRUE,FALSE
حفر زمزم,@DiggingZamzam,event,TRUE,FALSE
امتحن الله,@GodTest,event,TRUE,FALSE
كلم من الشجرة,@BurningBush,event,TRUE,FALSE
بناء المسجد,@BuildingtheTemple,event,TRUE,FALSE
خرب المدينة والهيكل,@DestructionoftheTempleJerusalem,event,TRUE,FALSE
تخريبه بيت المقدس,@DestructionoftheTempleJerusalem,event,TRUE,FALSE
هدم البيت,@DestructionoftheTempleJerusalem,event,TRUE,FALSE
خرب بيت المقدس,@DestructionoftheTempleJerusalem,event,TRUE,FALSE
إخراب المسجد,@DestructionoftheTempleJerusalem,event,TRUE,FALSE
سبى بني إسرائيل,@CaptivityofChildrenofIsrael,event,TRUE,FALSE
سبايا بني إسرائيل,@CaptivityofChildrenofIsrael,event,TRUE,FALSE
مقتل,@killed,event,TRUE,FALSE
قتل,@killed,event,TRUE,FALSE
استشهد,@martyred,event,TRUE,FALSE
استشهاد,@martyred,event,TRUE,FALSE
موت,@death,event,TRUE,FALSE
وفاة,@death,event,TRUE,FALSE
ابتداء,@beginning,event,TRUE,FALSE
المستولي,@occupation,event,TRUE,FALSE
مستولي,@occupation,event,TRUE,FALSE
استيلاء,@occupation,event,TRUE,FALSE
افتتاح,@occupation,event,TRUE,FALSE
هجرة,@migration,event,TRUE,FALSE
الهجرة,@migration,event,TRUE,FALSE
هجرته,@migration,event,TRUE,FALSE
غزو,@raid,event,TRUE,FALSE
غزوة,@raid,event,TRUE,FALSE
الغزوات,@raid,event,TRUE,FALSE
سرية,@expedition,event,TRUE,FALSE
قتال,@fighting,event,TRUE,FALSE
القتال,@fighting,event,TRUE,FALSE
دفن,@Burial,event,TRUE,FALSE
ولادة,@Birth,event,TRUE,FALSE
تزويج,@Marriage,event,TRUE,FALSE
زواج,@Marriage,event,TRUE,FALSE
إسلام,@ConversiontoIslam,event,TRUE,FALSE
أسلم,@ConversiontoIslam,event,TRUE,FALSE
تنزيل القرآن,@RevelationQuran,event,TRUE,FALSE
ما أنزل الله,@RevelationQuran,event,TRUE,FALSE
ما أنزله الله,@RevelationQuran,event,TRUE,FALSE
ما نزل فيه,@RevelationQuran,event,TRUE,FALSE
نزول سورة,@RevelationQuran,event,TRUE,FALSE
ما نزل فيهم,@RevelationQuran,event,TRUE,FALSE
نزول آيات,@RevelationQuran,event,TRUE,FALSE
نزول هذه الآية,@RevelationQuran,event,TRUE,FALSE
ما نزل في,@RevelationQuran,event,TRUE,FALSE
ما نزل فيمن,@RevelationQuran,event,TRUE,FALSE
ما نزل من,@RevelationQuran,event,TRUE,FALSE
نزول القرآن,@RevelationQuran,event,TRUE,FALSE
نزول براءة,@RevelationQuran,event,TRUE,FALSE
من شهد,@witnessing,event,TRUE,FALSE
أسرى,@TakenPrisoner,event,TRUE,FALSE
الهدنة,@Truce,event,TRUE,FALSE
الصلح,@Truce,event,TRUE,FALSE
أزواج,@Marriage,event,TRUE,FALSE
شكوى,@Illness,event,TRUE,FALSE
تمريض,@Illness,event,TRUE,FALSE
المرض,@Illness,event,TRUE,FALSE
قتله,@killed,event,TRUE,FALSE
موته,@death,event,TRUE,FALSE
قبره,@Burial,event,TRUE,FALSE
ميلاد,@Birth,event,TRUE,FALSE
نكاح,@Marriage,event,TRUE,FALSE
تزوج,@Marriage,event,TRUE,FALSE
تزوجه,@Marriage,event,TRUE,FALSE
زواجه,@Marriage,event,TRUE,FALSE
إسلامه,@ConversiontoIslam,event,TRUE,FALSE
ما أنزله تعالى,@RevelationQuran,event,TRUE,FALSE
نزول آية,@RevelationQuran,event,TRUE,FALSE
مهاجرة,@migration,event,TRUE,FALSE
إلى الإسلام,@ConversiontoIslam,event,TRUE,FALSE
عهدا,@Agreement,event,TRUE,FALSE
عهد,@Agreement,event,TRUE,FALSE
العهد,@Agreement,event,TRUE,FALSE
من شهدها,@witnessing,event,TRUE,FALSE
مرض,@Illness,event,TRUE,FALSE
السرية,@expedition,event,TRUE,FALSE
سريته,@expedition,event,TRUE,FALSE
شهود,@witnessing,event,TRUE,FALSE
من حضر,@attending,event,TRUE,FALSE
قتلى,@killed,event,TRUE,FALSE
أمر,@AffairStory,event,TRUE,FALSE
خبر,@AffairStory,event,TRUE,FALSE
قصة,@AffairStory,event,TRUE,FALSE
قتله,@killed,event,TRUE,FALSE
الموت,@death,event,TRUE,FALSE
مقتله,@killed,event,TRUE,FALSE
هاجر,@migration,event,TRUE,FALSE
للقتال,@fighting,event,TRUE,FALSE
للصلح,@Truce,event,TRUE,FALSE
من شهدوا,@witnessing,event,TRUE,FALSE
بيعة,@homage,event,TRUE,FALSE
البيعة,@homage,event,TRUE,FALSE
شأن,@AffairStory,event,TRUE,FALSE
استشهاده,@martyred,event,TRUE,FALSE
مصالحة,@Truce,event,TRUE,FALSE
يوم الفتح,@MeccaSiege,event,TRUE,FALSE
حج,@Pilgrimage,event,TRUE,FALSE
شأن,@AffairStory,event,TRUE,FALSE
إسلامها,@ConversiontoIslam,event,TRUE,FALSE
ما نزل بسبب,@RevelationQuran,event,TRUE,FALSE
المغازي,@raid,event,TRUE,FALSE
إسلامهم,@ConversiontoIslam,event,TRUE,FALSE
وفد,@deputation,event,TRUE,FALSE
الوفد,@deputation,event,TRUE,FALSE
وفدهم,@deputation,event,TRUE,FALSE
الغزوة,@raid,event,TRUE,FALSE
غزوات,@raid,event,TRUE,FALSE
الزواج,@Marriage,event,TRUE,FALSE
السرية,@expedition,event,TRUE,FALSE
الشكوى,@Illness,event,TRUE,FALSE
بدء,@beginning,event,TRUE,FALSE
تمريضه,@Illness,event,TRUE,FALSE
دفنه,@Burial,event,TRUE,FALSE
رمضان,@RamadanFast,event,TRUE,FALSE
المغرب,@Sunset,event,TRUE,FALSE
الأحداث,@Events,event,TRUE,FALSE
وفاه,@Death,event,TRUE,FALSE
أول من,@FirstToDo,event,TRUE,FALSE
صام,@Fasting,event,TRUE,FALSE
غزاة,@Raid,event,TRUE,FALSE
الطواف,@CirculambulatingKaCba,event,TRUE,FALSE
ازواج,@Marriage,event,TRUE,FALSE
غزا,@Raid,event,TRUE,FALSE
مغازي,@Raid,event,TRUE,FALSE
غزوته,@Raid,event,TRUE,FALSE
غزا,@Raid,event,TRUE,FALSE
اليمن,@Yemen,place,TRUE,FALSE
العراق,@Iraq,place,TRUE,FALSE
يثرب,@Medina,place,TRUE,FALSE
المدينة,@Medina,place,TRUE,FALSE
البيت,@KaCba,place,TRUE,FALSE
الكعبة,@KaCba,place,TRUE,FALSE
الحبشة,@Abyssinia,place,TRUE,FALSE
مكة,@Mecca,place,TRUE,FALSE
الشام,@GreaterSyria,place,TRUE,FALSE
عمان,@Oman,place,TRUE,FALSE
زمزم,@Zamzam,place,TRUE,FALSE
الموصل,@Mosul,place,TRUE,FALSE
نصيبين,@Nisibis,place,TRUE,FALSE
عمورية,@Amorium,place,TRUE,FALSE
العقبة,@Caqaba,place,TRUE,FALSE
مسجد قباء,@QubaMosque,place,TRUE,FALSE
قباء,@QubaMosque,place,TRUE,FALSE
نجران,@Najran,place,TRUE,FALSE
ودان,@Waddan,place,TRUE,FALSE
بواط,@Buwat,place,TRUE,FALSE
العشيرة,@Ushayra,place,TRUE,FALSE
صفوان,@Safwan,place,TRUE,FALSE
بدر,@Badr,place,TRUE,FALSE
الكدر,@Kudr,place,TRUE,FALSE
القردة,@Qarada,place,TRUE,FALSE
 خيبر,@Khaybar,place,TRUE,FALSE
مؤتة,@Muta,place,TRUE,FALSE
الطائف,@Taif,place,TRUE,FALSE
تبوك,@Tabuk,place,TRUE,FALSE
فلسطين,@Palestine,place,TRUE,FALSE
سيف البحر,@Coast,place,TRUE,FALSE
مصر,@Egypt,place,TRUE,FALSE
الحضر,@Hatra,place,TRUE,FALSE
للكعبة,@KaCba,place,TRUE,FALSE
مسجد المدينة,@QubaMosque,place,TRUE,FALSE
مسجد,@Mosque,place,TRUE,FALSE
بدرا,@Badr,place,TRUE,FALSE
السماوات,@TheHeavens,place,TRUE,FALSE
السماء,@TheHeavens,place,TRUE,FALSE
الأرض,@TheEarth,place,TRUE,FALSE
المدائن,@Cities,place,TRUE,FALSE
المسجد الحرام,@KaCba,place,TRUE,FALSE
المسجد الأقصى,@AqsaMosque,place,TRUE,FALSE
الجنة,@HeavenParadise,place,TRUE,FALSE
الهند,@India,place,TRUE,FALSE
سرنديب,@Ceylon,place,TRUE,FALSE
بيت المقدس,@Jerusalem,place,TRUE,FALSE
بابل,@Babylon,place,TRUE,FALSE
سواد,@Sawad,place,TRUE,FALSE
الكوفة,@Kufa,place,TRUE,FALSE
السوس,@Susa,place,TRUE,FALSE
النيل,@Nile,place,TRUE,FALSE
الفرات,@Euphrates,place,TRUE,FALSE
دجلة,@Tigris,place,TRUE,FALSE
سيحان,@Sayhan,place,TRUE,FALSE
جيحان,@Jayhan,place,TRUE,FALSE
فيشون,@Fayshan,place,TRUE,FALSE
السند,@Sind,place,TRUE,FALSE
الصراة,@Sarat,place,TRUE,FALSE
الحجاز,@Hijaz,place,TRUE,FALSE
البحرين,@Bahrayn,place,TRUE,FALSE
تيماء,@Tayma,place,TRUE,FALSE
نجد,@Najd,place,TRUE,FALSE
اليمامة,@Yamama,place,TRUE,FALSE
حضرموت,@Hadramawt,place,TRUE,FALSE
صنعاء,@SanaCa,place,TRUE,FALSE
السوس,@Sus,place,TRUE,FALSE
الأهواز,@Ahwaz,place,TRUE,FALSE
حران,@Harran,place,TRUE,FALSE
السبع,@Beersheba,place,TRUE,FALSE
عرفات,@MountArafat,place,TRUE,FALSE
الصرح,@TowerofBabel,place,TRUE,FALSE
أرض الروم,@Byzantium,place,TRUE,FALSE
الأردن,@Jordan,place,TRUE,FALSE
سدوم,@Sodom,place,TRUE,FALSE
حبرون,@Hebron,place,TRUE,FALSE
خراسان,@Khurasan,place,TRUE,FALSE
لليمن,@Yemen,place,TRUE,FALSE
الحيرة,@Hira,place,TRUE,FALSE
الإسكندرية,@Alexandria,place,TRUE,FALSE
الري,@Rayy,place,TRUE,FALSE
الأنبار,@Anbar,place,TRUE,FALSE
أذربيجان,@Azerbaijan,place,TRUE,FALSE
البصرة,@Basra,place,TRUE,FALSE
طور سيناء,@MountSinai,place,TRUE,FALSE
أريحا,@Jericho,place,TRUE,FALSE
طبرستان,@Tabaristan,place,TRUE,FALSE
إفريقية,@Ifriqiya,place,TRUE,FALSE
البيت,@Temple,place,TRUE,FALSE
بلخ,@Ballkh,place,TRUE,FALSE
سجستان,@Sijistan,place,TRUE,FALSE
زابلستان,@Zabulistan,place,TRUE,FALSE
خوزستان,@Khuzistan,place,TRUE,FALSE
كرمان,@Kirman,place,TRUE,FALSE
ترشيش,@Tarshish,place,TRUE,FALSE
إيلياء,@Jerusalem,place,TRUE,FALSE
نينوى,@Nineva,place,TRUE,FALSE
الهيكل,@Temple,place,TRUE,FALSE
دمشق,@Damascus,place,TRUE,FALSE
التبت,@Tibet,place,TRUE,FALSE
أصبهان,@Isbahan,place,TRUE,FALSE
أنطاكية,@Antioch,place,TRUE,FALSE
القسطنطينية,@Constantinople,place,TRUE,FALSE
